Grade,Topic,Learning Objective,English question,Answer_english
5,fraction,identifies and forms equivalent fractions of a given fraction,"A train has completed 8/16 of a journey. Which fraction represents the same?
 3/4
1/2
2/3
5/8",1/2
5,fraction,identifies and forms equivalent fractions of a given fraction,"Which fraction is equivalent to 4/16?
1/8
2/8
3/8
1/4",1/4
5,fraction,identifies and forms equivalent fractions of a given fraction,"Which of these is equivalent to 9/12?
3/4
2/3
1/2
4/6",3/4
5,fraction,compares fractions,Ravi and Mohan shared a plate of jalebis. Ravi ate 2/5 of the jalebis and Mohan ate 3/5.Who ate more?,Mohan
5,fraction,compares fractions,"Asha filled her water bottle during recess.In the morning she filled 1/2 of the bottle, and in the afternoon she filled 3/4 of it. Which amount is greater?",3/4
5,fraction,compares fractions,"At a school lunch, Priya drank 3/8 of a glass of buttermilk, while her friend Anika drank 1/2. Who drank more?",Anika
5,fraction,compares fractions,"In a laddoo-making competition, Group A made 4/8 of the total laddoos and Group B made 5/8. Which group made more laddoos?",Group B
5,fraction,compares fractions,"Two classes participated in a cleanliness drive. Class 5A cleaned 3/5 of their area, while Class 5B cleaned 4/7. Which class cleaned more?",5A
5,fraction,compares fractions,"While playing kho-kho, Team A won 4/10 of the matches in a series and Team B won 3/10. Which team won a bigger fraction of matches?",Team A
5,fraction,compares fractions,"In an art class, Veer coloured 3/6 of a mandala, and Reema coloured 4/6 of hers. Who coloured more?",Reema 
5,fraction,compares fractions,"Two classes participated in a cleanliness drive.Class 5A cleaned 5/7 of their area, while Class 5B cleaned 4/7. Which class cleaned more?",5A
5,fraction,solves problems on daily life situations involving fractions,Ayesha drank 1/3 litre of mango juice in the morning and 2/3 litre in the evening.How much juice did she drink in all?,1 litre
5,fraction,solves problems on daily life situations involving fractions,"A shopkeeper cut a bar of chocolate into 8 equal pieces. Rohan ate 3/8
of the chocolate.How many pieces did he eat?",3
5,fraction,solves problems on daily life situations involving fractions,Meena has a ribbon 2 metres long. She used 3/5 of it to tie her hair.How much ribbon did she use?,1m 20cm
5,fraction,solves problems on daily life situations involving fractions,A bucket can hold 20 litres of water. It is filled up to 3/4. How many litres of water are in the bucket?,15 litres
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",Ms. Anjali wants to divide 3 litres of shampoo into bottles of 500 ml each. How many bottles will she get?,6 bottles
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",Ramesh bought 2 litres of milk in the morning. He used 750 mL to make tea and 500 mL for cooking. How much milk is left?,750 mL
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",Mr. Rajesh wants to pack 1 litre of orange juice into 50 ml bottles. How many bottles will he need for the whole quantity?,20 bottles
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",Meera buys 1 L 250 mL of milk in the morning and 750 mL in the evening. How much milk does she buy in total in a day?,2 L 
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals","A shopkeeper has 5 L of cooking oil. He fills small bottles, each containing 500 mL of oil. How many bottles can he fill?",10 bottles
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",Mr. Verma wants to pack 2 litres of rose water using bottles of 250 ml each. How many bottles will he need?,8 bottles
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals","A bucket holds 15 litres of water. If a leaking tap adds 1 litre 250 ml of water every hour, how much water will it collect in 6 hours?",7500 mL
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",A 2-litre juice bottle is shared among 4 friends. Each friend gets 500 mL. How much juice is left after everyone gets their share?,0 mL 
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",How many 100 ml bottles will fill a 1 l bottle?,10 bottles
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",Mr. Suresh wants to pack 2 litres of lemon drink into 200 ml bottles. How many bottles will he need?, 10 bottles
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",How many 250 ml bottles will fill a 1 l bottle?,4 bottles
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",How many 500 ml bottles will fill a 1 l bottle?,2 bottles
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals","If one sugar packet weighs 250 g, how many such packets are needed to make 1 kg of sugar?",4 packets
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",How many 500 g packets are there in 5 kg?, 10 packets
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",Mr. Das wants to pack 1 kg of sweets using boxes of 500 g each. How many boxes will he need?, 2 boxes
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",Mr. Shrinathan has to pack 10 kg of sweets using 250 g boxes. How many boxes will he need?,40 packets
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",A box of mangoes weighs 3 kg 750 g. Another box weighs 4 kg 250 g. What is the total weight of both boxes?,8 kg
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals","If one packet of daal weighs 250 g, how many packets are needed to match a 1 kg sack?",4 packets
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",A spice jar weighs 200 g. How many such jars will weigh the same as a 1 kg carton?,5 jars
5,fraction,solves problems on daily life situations involving fractions,Shanaya read 2/5 of her book on Saturday and 1/5 on Sunday. What fraction of the book did she read in total?,3/5
5,fraction,solves problems on daily life situations involving fractions,"During a cricket match, Viraj scored 1/2 of his runs in boundaries. If he scored 48 runs in total, how many runs were from boundaries?",24
5,fraction,solves problems on daily life situations involving fractions,Ritika walked 3/4  km to reach her tuition and 1/4 km more to reach the market.What distance did she walk in total?,1km
5,fraction,solves problems on daily life situations involving fractions,"Riya filled 7/10 of a bottle with lemonade. If the bottle’s capacity is 1 litre, how much lemonade is in the bottle?",700ml
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"A railway station counted 2,346 passengers using a particular platform in a day. Round this number to the nearest 1,000.","2,000"
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"Which number is the greatest? 4,50,720; 4,05,702; 4,57,200; 4,75,002","4,75,002"
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"Which number is the smallest? 8,70,540; 8,07,450; 8,70,504; 8,75,040","8,07,450"
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"Which number is bigger in these two number: 3,48,900 or 3,84,900?","3,84,900"
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"Using the digits 2, 5, 7, 9, form the largest 4-digit number possible.","9,752"
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"The number on a train ticket is 4,783. By interchanging any one digits, form a number greater than 7,000 and less than 8000.","7,483"
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"Form a five-digit number using 1, 4, 7, 8, 9 such that the number is closest to 50,000.","49,871"
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"A traffic camera records how many vehicles pass on a highway every 10 minutes. The counts increase as follows: 5,420 vehicles, then 6,030 vehicles, then 6,640 vehicles. Based on this pattern, what do you think the next vehicle count would be?","7,250"
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"A school in Bengaluru printed 4,873 answer sheets. Round this number to the nearest 100.","4,900"
5,counting,Reads and writes numbers bigger than 1000 being used in her/his  surroundings ,"A warehouse in Chennai stored 12,431 cartons of goods. Round this number to the nearest 10.","12,430"
5,factor and multiples,Find factors and multiples to solve practical problems,"If the cat starts from the 5th step and jumps five steps at a time, and the mouse starts from the 8th step and jumps four steps at a time, will they ever land on the same step?","Yes, at step 20."
5,factor and multiples,Find factors and multiples to solve practical problems,A number is divisible by both 4 and 6. What is the smallest number that satisfies this condition?,12 is smallest 
5,factor and multiples,Find factors and multiples to solve practical problems,"There is a walking track in Raju's school. To decorate it, three types of flags are placed along the track — one every 4 feet, one every 6 feet, and one every 8 feet. What is the shortest length of the track where all three types of flags will appear together for the first time?",24 feet.
5,factor and multiples,Find factors and multiples to solve practical problems,What are all the factors of 24?," 1, 2, 3, 4, 6, 8, 12, 24"
5,factor and multiples,Find factors and multiples to solve practical problems,"What is the smallest common multiple of 4,5 and 6?", 60
5,factor and multiples,Find factors and multiples to solve practical problems,"A fruit seller has 24 apples and 36 oranges. He wants to pack them into identical baskets, with each basket having the same number of apples and oranges. What is the greatest number of baskets he can make?", 12 
5,factor and multiples,Find factors and multiples to solve practical problems,"A school bell rings every 15 minutes. If it first rang at 8:00 AM, at what times will it ring again in the next 2 hours?"," 8:15 AM, 8:30 AM, 8:45 AM, 9:00 AM, 9:15 AM, 9:30 AM, 9:45 AM, 10:00 AM"
5,factor and multiples,Find factors and multiples to solve practical problems,"A parade route is being decorated with three types of balloons. One type is tied every 3 metres, another every 7 metres, and the third every 9 metres along the route.
What is the minimum distance from the starting point where all three types of balloons will appear together for the first time?",63 m
5,factor and multiples,Find factors and multiples to solve practical problems,What is the smallest common multiple of 2 and 5?,10
5,factor and multiples,Find factors and multiples to solve practical problems,"Sunita took some tamarind seeds. She made groups of five with them, and found that one seed was left over. She tried making groups of six and groups of four. Each time, one seed was left over. What is the smallest number of seeds that Sunita had?", 61
5,factor and multiples,Find factors and multiples to solve practical problems,"Ravi has a certain number of chocolates. When he divides them into groups of 7, one chocolate is left over. When he divides them into groups of 5, one chocolate is left over. What is the smallest number of chocolates Ravi could have?", 36
5,factor and multiples,Find factors and multiples to solve practical problems,"Manoj has a new house. He wants to lay tiles on the floor. The size of the room is 9 feet × 12 feet. In the market, there are three kinds of square tiles: 1 foot × 1 foot, 2 feet × 2 feet, and 3 feet × 3 feet. He wants to use the largest possible tile so that the floor can be completely covered without cutting any tile. Which size of tile should he buy?",3 × 3 ft tiles
5,factor and multiples,Find factors and multiples to solve practical problems,"Aman has a kitchen floor that is 10 feet long and 5 feet wide. He wants to cover it completely using square tiles. The available tile sizes are 2 feet × 2 feet, and 5 feet × 5 feet.
Which tile size should Aman choose to cover the floor without cutting any tiles?", 5 feet × 5 feet
5,factor and multiples,Find factors and multiples to solve practical problems,"Ramesh has a garden with dimensions 6 feet × 8 feet. He wants to cover the entire area using square tiles. The available tile sizes are 2 feet × 2 feet, and 4 feet × 4 feet. Which tile size should he buy to cover the garden completely without cutting any tiles?", 2 ft tiles
5,factor and multiples,Find factors and multiples to solve practical problems,"Rani, Geeta, and Naseema live near each other. The distance from their house to the road is 80 feet. They decided to tile the path to the road. They all bought tiles of different designs and lengths. Rani bought the shortest tile, Geeta bought the middle-sized one, and Naseema bought the longest one. If they could tile the path without cutting any of the tiles, what is the size of the tiles each has bought? Give three different solutions.","Rani 4 ft, Geetha 10 ft & Naseema 20 ft;    Rani 5 ft, Geetha 8 ft & Naseema 20 ft;    Rani 2 ft, Geetha 5 ft & Naseema 16 ft"
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",A fruit seller has 8 kg 500 g of apples. He sells 3 kg 750 g in the morning and 2 kg 125 g in the evening. How much apple is left?,2kg 625g
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",A school kitchen needs 15 kg of rice. They already have 8 kg 750 g. How much more rice do they need to buy?,6 kg 250 g
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",A packet of dal weighs 750 g. How many such packets will make 6 kg of dal?,8
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals","Rohit bought 2 kg 450 g of tomatoes and 1 kg 600 g of potatoes.
What is the total weight of the vegetables?",4kg 50g
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",Nisha has a jug that can hold 2 l 200 ml of lemonade. She pours it into 200 ml cups. How many cups can she fill?,11
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals",A milkman delivers 1 l 500 ml of milk to Ritu’s home every morning and 800 ml in the evening. How much milk does Ritu’s family get in one day?,2 L 300 ml
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals","A jar has 900 ml of mango pulp. To fill small boxes of 150 ml each, how many boxes can be filled",6
5,measurement ,"applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals","A bottle contains 750 ml of juice. Rohan pours 3 bottles into a jar.
How much juice is in the jar in litres and millilitres?",2 L 250 ml.
5,measurement,relates different commonly used larger and smaller units of weight and volume and converts larger units to smaller units and vice versa,A packet of flour weighs 2 kg. Convert this weight to grams.,2000g
5,measurement,relates different commonly used larger and smaller units of weight and volume and converts larger units to smaller units and vice versa,A watermelon weighs 3.5 kg. How many grams is this?,3500g
5,measurement,relates different commonly used larger and smaller units of weight and volume and converts larger units to smaller units and vice versa,A packet of saffron weighs 6 g 750 mg. Convert this weight into milligrams.,6750 mg
5,measurement,relates different commonly used larger and smaller units of weight and volume and converts larger units to smaller units and vice versa,A gold chain weighs 15 g 600 mg. Convert the total weight to milligrams.,15600 mg
5,measurement,relates different commonly used larger and smaller units of weight and volume and converts larger units to smaller units and vice versa,Ram filled a jug with 1 L 750 mL of water. What is the total volume in millilitres?,1750 mL
5,measurement,relates different commonly used larger and smaller units of weight and volume and converts larger units to smaller units and vice versa,A container has 5 L 125 mL of milk. Convert it into millilitres.,5125 mL
5,measurement,relates different commonly used larger and smaller units of weight and volume and converts larger units to smaller units and vice versa,A farmer harvests 6 quintals of wheat. He stores the wheat in sacks that hold 30 kg each. How many sacks does he need?,20
5,measurement,relates different commonly used larger and smaller units of weight and volume and converts larger units to smaller units and vice versa,A recycling plant processes 1.6 tonnes of paper every day. How many kilograms of paper is this?,1600 kg
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A farmer has a rectangular field that is 45 meters long and 30 meters wide. What is the area of the field?,1350 m²
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A square-shaped park has a side length of 20 meters. What is the total area of the park?,400 m²
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","Sheetal has two rugs. One rug is 3 meters long and 2 meters wide, and the other is 4 meters long and 1 meter wide. Which rug has a larger area, and by how much?",Rug 1 is larger by 2 m²
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A rectangular room is 6 meters long and 4 meters wide. If each square tile has a side length of 2 meters, how many tiles are needed to cover the entire floor?",6 tiles
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A rectangular wall is 10 meters long and 5 meters high. A 3-meter by 2-meter window is placed in the middle. What is the remaining area of the wall that needs to be painted?, 44 m²
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A rectangular carpet is 250 cm long and 180 cm wide. What is the area of the carpet in square meters?,4.5 m²
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A mobile phone screen is 120 mm long and 60 mm wide. Find its area in square centimeters.,72 cm²
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A rectangular garden has an area of 800 square meters. Each flower bed takes up 50 square meters of space. How many flower beds can be placed in the garden?,16 
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A company is making banners for an event. Each banner is 3 meters long and 2 meters wide. If they need 15 banners, what is the total area of fabric required?",90 m²
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A rectangular swimming pool has an area of 640 square meters. If the width is 20 meters, what is the length of the pool?",32 m
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A square has an area of 16 square cm. Another square has a side that is double the side of the first square. What is the difference between their areas?, 48 cm²
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",Arbaz plans to tile his kitchen floor with green square tiles. Each side of the tile is 10 cm. His kitchen is 220 cm in length and 180 cm wide. How many tiles will he need?,396
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","Anshika wants to cover a rectangular table with a tablecloth. The length of the table is 150 cm, and the width is 100 cm. If she buys a tablecloth that is 50 cm by 50 cm, how many tablecloths will she need to cover the table completely?",6
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A garden is 12 meters long and 6 meters wide. If each tile used to cover the garden has an area of 1 square meter, how many tiles will be needed to cover the entire garden?",72 tiles
5,area,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A school playground is 25 meters long and 15 meters wide. The playground is divided into squares for a game. Each square has an area of 1 square meter. How many squares can be created on the playground?,375 squares
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A rectangular park is 50 meters long and 30 meters wide. What is the perimeter of the park?,160 m
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A square-shaped garden has a side length of 25 meters. Find the perimeter of the garden.,100 m
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A rectangular playground is 80 meters long and 40 meters wide, while a square playground has a side length of 60 meters. Which playground has a larger perimeter?",Both have equal perimeter
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A farmer wants to put a fence around his rectangular farm, which is 120 meters long and 90 meters wide. How much fencing will he need?",420 m
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","The perimeter of a rectangular swimming pool is 240 meters. If its length is 80 meters, find its width.",40 m
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A photo frame is 45 cm long and 30 cm wide. Find the perimeter of the frame in centimeters.,150 cm
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A mobile phone case is 120 mm long and 60 mm wide. What is its perimeter in millimeters? Also, express the perimeter in centimeters.","360 mm, 36 cm"
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A school field has a length of 200 meters and a width of 150 meters. What is the total perimeter of the field?,700 m
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A square floor tile has a side of 15 cm. What is its perimeter?,60 cm
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A rectangular picture frame is 40 cm long and 25 cm wide. How much wire is needed to go around the frame?,130 cm
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A cardboard sheet is 10 cm long and 18 cm wide. A square sticker has an area of 9 square cm. What is the perimeter of the sheet, and how many such stickers can be placed along the width of the sheet?","Perimeter = 56 cm, Stickers along width = 6"
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A rectangular field has a length of 30 m and a width of 15 m. What is the perimeter of the field?,90 m
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A thick sheet is 16 cm long and 8 cm wide. A stamp has an area of 4 cm² and is square in shape. What is the perimeter of the sheet, and how many such stamps can be placed along the length of the sheet?","Perimeter = 48 cm, Stamps along length = 4"
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.","A thin wire 20 centimetres long is formed into a rectangle. If the width of this rectangle is 4 centimetres, what is its length?",6 cm
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",A square carrom board has a perimeter of 280 cm.How much is its area?,4900 cm²
5,perimeter,"finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.",You have two squares. Square A has a side length of 3 cm. Square B has a side length that is double the length of Square A.How many times is the perimeter of Square B compared to the perimeter of Square A?,The perimeter of Square B is 2 times the perimeter of Square A.
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,A factory in Kanpur produces 125 shirts every day. How many shirts will it produce in 365 days?,"45,625 shirts"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,"A farmer plants 132 saplings in one field. If he has 214 such fields, how many saplings does he plant in total?","28,248 saplings"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,A printing press prints 243 newspapers daily for each of its 312 clients. How many newspapers does it print in total every day?,"75,816 newspapers"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,"A textile mill produces 326 metres of cloth per machine in a day. If there are 145 machines, how much cloth is produced in one day?","47,270 metres"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,A mango orchard in Maharashtra has 312 trees. Each tree produces 145 mangoes in a season. How many mangoes are produced in total?,"45,240 mangoes"
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A farmer has 1,248 apples. He packs them equally into 26 baskets. How many apples are there in each basket?",48 apples
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A school library has 3,672 books. If each shelf can hold 68 books, how many shelves are needed to store all the books?",54 shelves
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A farmer harvested 3,648 kg of wheat and packed it equally into 6 sacks. How much wheat is there in each sack?",608 kg
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A farmer harvested 2,850 kilograms of wheat. If he packs them into 75 kg sacks, how many sacks does he need?",38 sacks
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A school in Chennai received 4,824 books to distribute equally among 24 classrooms. How many books will each classroom get?",201 books
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A farmer harvested 6,372 mangoes and packed them into boxes, with 21 mangoes in each box. How many boxes did he use?",304 boxes
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A trust donates ₹ 8,400 equally among 35 students as a scholarship. How much does each student receive?",₹ 240 
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A publisher printed 4,752 books and distributed them equally among 8 schools. How many books did each school receive?",594 books
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A cricket stadium has 5,280 seats arranged in 24 equal sections. How many seats are in each section?",220 seats
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A printing press printed 9,856 posters and wants to distribute them equally among 32 stores. How many posters will each store get?",308 posters
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A truck carried 2,808 kg of rice and delivered it equally to 7 shops. How much rice did each shop get?",401.14 kg
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A movie theatre in Mumbai has 7,200 seats divided equally into 30 rows. How many seats are there in each row?",240 seats
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A total of 9,630 passengers travel by bus in one day. If there are 30 buses operating that day and each bus carries an equal number of passengers, how many passengers travel on each bus?",321 passengers
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A dairy farm produced 4,392 litres of milk in a week. If the milk is distributed equally over 6 days, how much milk is distributed each day?",732 litres
5,division,divides a given number by another number using standard algorithms. Divide  4-digit numbers by 1- or 2-digit numbers,"A stationery shop received 6,756 notebooks to be divided equally among 18 schools. How many notebooks will each school get?",375 notebooks
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,"A dairy farmer packs 1 kg paneer for ₹285. In a festive week, he sells 312 packets. How much money does he earn from paneer sales?","88,920"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,A school printed 425 notebooks for the new term. Each notebook has 120 pages. How many pages were printed in total?,"51,000"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,"A sweet shop makes 1 tray of laddus containing 108 pieces. During Diwali, they prepare 345 trays. How many laddus are made?","37,260"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,"A book fair has 312 stalls, and each stall displays 245 books. How many books are displayed in total?","76,440"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,"A bicycle factory produces 1 batch of 135 bicycles. In a year, they make 248 batches. How many bicycles are produced in total?","33,480"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,A farmer plants 1 row of 214 sugarcane plants. He creates 198 such rows. How many sugarcane plants are there altogether?,"42,372"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,"An online store sells 1 gadget for ₹599, and receives 125 orders in a day. How much does the store earn that day?","74,875"
5,multiplication,Multiply 3-digit numbers by 3-digit numbers,"A fruit market sells 478 apples in a crate. If 315 crates are brought in a week, how many apples arrive?","1,50,570"
